key,value,date
N2212,5152.0,1983-05-01
N2212,5198.0,1983-06-01
N2212,5253.0,1983-07-01
N2212,5285.0,1983-08-01
N2212,5369.0,1983-09-01
N2212,5428.0,1983-10-01
N2212,5479.0,1983-11-01
N2212,5520.0,1983-12-01
N2212,5585.0,1984-01-01
N2212,5650.0,1984-02-01
N2212,5677.0,1984-03-01
N2212,5739.0,1984-04-01
N2212,5763.0,1984-05-01
N2212,5821.0,1984-06-01
N2212,5848.0,1984-07-01
N2212,5885.0,1984-08-01
N2212,5895.0,1984-09-01
N2212,5908.0,1984-10-01
N2212,5944.0,1984-11-01
N2212,5984.0,1984-12-01
N2212,6013.0,1985-01-01
N2212,6005.0,1985-02-01
N2212,6124.0,1985-03-01
N2212,6055.0,1985-04-01
N2212,6080.0,1985-05-01
N2212,6104.0,1985-06-01
N2212,6105.0,1985-07-01
N2212,6140.0,1985-08-01
N2212,6155.0,1985-09-01
N2212,6215.0,1985-10-01
N2212,6209.0,1985-11-01
N2212,6254.0,1985-12-01
N2212,6255.0,1986-01-01
N2212,6231.0,1986-02-01
N2212,6291.0,1986-03-01
N2212,6248.0,1986-04-01
N2212,6253.0,1986-05-01
N2212,6244.0,1986-06-01
N2212,6256.0,1986-07-01
N2212,6293.0,1986-08-01
N2212,6290.0,1986-09-01
N2212,6361.0,1986-10-01
N2212,6335.0,1986-11-01
N2212,6363.0,1986-12-01
N2212,6383.0,1987-01-01
N2212,6394.0,1987-02-01
N2212,6449.0,1987-03-01
N2212,6422.0,1987-04-01
N2212,6441.0,1987-05-01
N2212,6452.0,1987-06-01
N2212,6479.0,1987-07-01
N2212,6536.0,1987-08-01
N2212,6612.0,1987-09-01
N2212,6637.0,1987-10-01
N2212,6694.0,1987-11-01
N2212,6720.0,1987-12-01
N2212,6753.0,1988-01-01
N2212,6799.0,1988-02-01
N2212,6910.0,1988-03-01
N2212,6915.0,1988-04-01
N2212,6940.0,1988-05-01
N2212,6990.0,1988-06-01
N2212,7029.0,1988-07-01
N2212,7020.0,1988-08-01
N2212,7069.0,1988-09-01
N2212,7175.0,1988-10-01
N2212,7140.0,1988-11-01
N2212,7144.0,1988-12-01
N2212,7183.0,1989-01-01
N2212,7183.0,1989-02-01
N2212,7260.0,1989-03-01
N2212,7208.0,1989-04-01
N2212,7190.0,1989-05-01
N2212,7197.0,1989-06-01
N2212,7222.0,1989-07-01
N2212,7247.0,1989-08-01
N2212,7246.0,1989-09-01
N2212,7334.0,1989-10-01
N2212,7315.0,1989-11-01
N2212,7313.0,1989-12-01
N2212,7316.0,1990-01-01
N2212,7427.0,1990-02-01
N2212,7475.0,1990-03-01
N2212,7479.0,1990-04-01
N2212,7469.0,1990-05-01
N2212,7498.0,1990-06-01
N2212,7493.0,1990-07-01
N2212,7478.0,1990-08-01
N2212,7501.0,1990-09-01
N2212,7466.0,1990-10-01
N2212,7404.0,1990-11-01
N2212,7474.0,1990-12-01
N2212,7395.0,1991-01-01
N2212,7353.0,1991-02-01
N2212,7312.0,1991-03-01
N2212,7308.0,1991-04-01
N2212,7330.0,1991-05-01
N2212,7359.0,1991-06-01
N2212,7370.0,1991-07-01
N2212,7392.0,1991-08-01
N2212,7416.0,1991-09-01
N2212,7465.0,1991-10-01
N2212,7396.0,1991-11-01
N2212,7470.0,1991-12-01
N2212,7376.0,1992-01-01
N2212,7408.0,1992-02-01
N2212,7455.0,1992-03-01
N2212,7477.0,1992-04-01
N2212,7514.0,1992-05-01
N2212,7508.0,1992-06-01
N2212,7516.0,1992-07-01
N2212,7520.0,1992-08-01
N2212,7513.0,1992-09-01
N2212,7588.0,1992-10-01
N2212,7556.0,1992-11-01
N2212,8354.0,1992-12-01
N2212,7387.0,1993-01-01
N2212,7427.0,1993-02-01
N2212,7408.0,1993-03-01
N2212,7652.0,1993-04-01
N2212,7667.0,1993-05-01
N2212,7633.0,1993-06-01
N2212,7668.0,1993-07-01
N2212,7694.0,1993-08-01
N2212,7721.0,1993-09-01
N2212,7746.0,1993-10-01
N2212,7794.0,1993-11-01
N2212,7839.0,1993-12-01
N2212,7853.0,1994-01-01
N2212,7901.0,1994-02-01
N2213,3807.0,1983-01-01
N2213,3816.0,1983-02-01
N2213,3840.0,1983-03-01
N2213,3874.0,1983-04-01
N2213,3911.0,1983-05-01
N2213,3943.0,1983-06-01
N2213,3987.0,1983-07-01
N2213,4006.0,1983-08-01
N2213,4074.0,1983-09-01
N2213,4119.0,1983-10-01
N2213,4162.0,1983-11-01
N2213,4191.0,1983-12-01
N2213,4238.0,1984-01-01
N2213,4282.0,1984-02-01
N2213,4307.0,1984-03-01
N2213,4352.0,1984-04-01
N2213,4359.0,1984-05-01
N2213,4389.0,1984-06-01
N2213,4422.0,1984-07-01
N2213,4449.0,1984-08-01
N2213,4462.0,1984-09-01
N2213,4480.0,1984-10-01
N2213,4504.0,1984-11-01
N2213,4532.0,1984-12-01
N2213,4551.0,1985-01-01
N2213,4524.0,1985-02-01
N2213,4637.0,1985-03-01
N2213,4556.0,1985-04-01
N2213,4574.0,1985-05-01
N2213,4596.0,1985-06-01
N2213,4601.0,1985-07-01
N2213,4623.0,1985-08-01
N2213,4625.0,1985-09-01
N2213,4688.0,1985-10-01
N2213,4678.0,1985-11-01
N2213,4707.0,1985-12-01
N2213,4706.0,1986-01-01
N2213,4690.0,1986-02-01
N2213,4758.0,1986-03-01
N2213,4704.0,1986-04-01
N2213,4718.0,1986-05-01
N2213,4711.0,1986-06-01
N2213,4722.0,1986-07-01
N2213,4746.0,1986-08-01
N2213,4746.0,1986-09-01
N2213,4806.0,1986-10-01
N2213,4768.0,1986-11-01
N2213,4783.0,1986-12-01
N2213,4808.0,1987-01-01
N2213,4819.0,1987-02-01
N2213,4862.0,1987-03-01
N2213,4836.0,1987-04-01
N2213,4836.0,1987-05-01
N2213,4843.0,1987-06-01
N2213,4869.0,1987-07-01
N2213,4909.0,1987-08-01
N2213,4987.0,1987-09-01
N2213,4984.0,1987-10-01
N2213,5023.0,1987-11-01
N2213,5042.0,1987-12-01
N2213,5073.0,1988-01-01
N2213,5103.0,1988-02-01
N2213,5201.0,1988-03-01
N2213,5176.0,1988-04-01
N2213,5203.0,1988-05-01
N2213,5238.0,1988-06-01
N2213,5264.0,1988-07-01
N2213,5257.0,1988-08-01
N2213,5299.0,1988-09-01
N2213,5399.0,1988-10-01
N2213,5366.0,1988-11-01
N2213,5361.0,1988-12-01
N2213,5394.0,1989-01-01
N2213,5398.0,1989-02-01
N2213,5473.0,1989-03-01
N2213,5401.0,1989-04-01
N2213,5390.0,1989-05-01
N2213,5397.0,1989-06-01
N2213,5408.0,1989-07-01
N2213,5417.0,1989-08-01
N2213,5412.0,1989-09-01
N2213,5482.0,1989-10-01
N2213,5445.0,1989-11-01
N2213,5443.0,1989-12-01
N2213,5424.0,1990-01-01
N2213,5508.0,1990-02-01
N2213,5559.0,1990-03-01
N2213,5580.0,1990-04-01
N2213,5562.0,1990-05-01
N2213,5582.0,1990-06-01
N2213,5585.0,1990-07-01
N2213,5577.0,1990-08-01
N2213,5591.0,1990-09-01
N2213,5584.0,1990-10-01
N2213,5524.0,1990-11-01
N2213,5598.0,1990-12-01
N2213,5540.0,1991-01-01
N2213,5503.0,1991-02-01
N2213,5487.0,1991-03-01
N2213,5491.0,1991-04-01
N2213,5518.0,1991-05-01
N2213,5551.0,1991-06-01
N2213,5571.0,1991-07-01
N2213,5594.0,1991-08-01
N2213,5614.0,1991-09-01
N2213,5678.0,1991-10-01
N2213,5628.0,1991-11-01
N2213,5686.0,1991-12-01
N2213,5601.0,1992-01-01
N2213,5646.0,1992-02-01
N2213,5673.0,1992-03-01
N2213,5695.0,1992-04-01
N2213,5721.0,1992-05-01
N2213,5720.0,1992-06-01
N2213,5735.0,1992-07-01
N2213,5729.0,1992-08-01
N2213,5735.0,1992-09-01
N2213,5790.0,1992-10-01
N2213,5754.0,1992-11-01
N2213,6516.0,1992-12-01
N2213,5586.0,1993-01-01
N2213,5610.0,1993-02-01
N2213,5596.0,1993-03-01
N2213,5821.0,1993-04-01
N2213,5803.0,1993-05-01
N2213,5784.0,1993-06-01
N2213,5795.0,1993-07-01
N2213,5812.0,1993-08-01
N2213,5837.0,1993-09-01
N2213,5840.0,1993-10-01
N2213,5875.0,1993-11-01
N2213,5918.0,1993-12-01
N2213,5922.0,1994-01-01
N2213,5975.0,1994-02-01
N2214,3406.0,1983-01-01
N2214,3416.0,1983-02-01
N2214,3426.0,1983-03-01
N2214,3444.0,1983-04-01
N2214,3464.0,1983-05-01
N2214,3482.0,1983-06-01
N2214,3496.0,1983-07-01
N2214,3510.0,1983-08-01
N2214,3530.0,1983-09-01
N2214,3556.0,1983-10-01
N2214,3580.0,1983-11-01
N2214,3604.0,1983-12-01
N2214,3620.0,1984-01-01
N2214,3636.0,1984-02-01
N2214,3648.0,1984-03-01
N2214,3662.0,1984-04-01
N2214,3676.0,1984-05-01
N2214,3690.0,1984-06-01
N2214,3700.0,1984-07-01
N2214,3712.0,1984-08-01
N2214,3726.0,1984-09-01
N2214,3740.0,1984-10-01
N2214,3760.0,1984-11-01
N2214,3762.0,1984-12-01
N2214,3766.0,1985-01-01
N2214,3784.0,1985-02-01
N2214,3800.0,1985-03-01
N2214,3814.0,1985-04-01
N2214,3828.0,1985-05-01
N2214,3840.0,1985-06-01
N2214,3850.0,1985-07-01
N2214,3858.0,1985-08-01
N2214,3866.0,1985-09-01
N2214,3872.0,1985-10-01
N2214,3878.0,1985-11-01
N2214,3884.0,1985-12-01
N2214,3920.0,1986-01-01
N2214,3932.0,1986-02-01
N2214,3946.0,1986-03-01
N2214,3962.0,1986-04-01
N2214,3976.0,1986-05-01
N2214,3994.0,1986-06-01
N2214,4012.0,1986-07-01
N2214,4042.0,1986-08-01
N2214,4062.0,1986-09-01
N2214,4084.0,1986-10-01
N2214,4106.0,1986-11-01
N2214,4128.0,1986-12-01
N2214,4132.0,1987-01-01
N2214,4146.0,1987-02-01
N2214,4154.0,1987-03-01
N2214,4190.0,1987-04-01
N2214,4134.0,1987-05-01
N2214,4160.0,1987-06-01
N2214,4174.0,1987-07-01
N2214,4182.0,1987-08-01
N2214,4224.0,1987-09-01
N2214,4290.0,1987-10-01
N2214,4330.0,1987-11-01
N2214,4370.0,1987-12-01
N2214,4398.0,1988-01-01
N2214,4426.0,1988-02-01
N2214,4458.0,1988-03-01
N2214,4492.0,1988-04-01
N2214,4528.0,1988-05-01
N2214,4576.0,1988-06-01
N2214,4624.0,1988-07-01
N2214,4672.0,1988-08-01
N2214,4720.0,1988-09-01
N2214,4764.0,1988-10-01
N2214,4808.0,1988-11-01
N2214,4848.0,1988-12-01
N2214,4866.0,1989-01-01
N2214,4896.0,1989-02-01
N2214,4926.0,1989-03-01
N2214,4958.0,1989-04-01
N2214,4988.0,1989-05-01
N2214,5020.0,1989-06-01
N2214,5052.0,1989-07-01
N2214,5084.0,1989-08-01
N2214,5116.0,1989-09-01
N2214,5150.0,1989-10-01
N2214,5182.0,1989-11-01
N2214,5216.0,1989-12-01
N2214,5342.0,1990-01-01
N2214,5360.0,1990-02-01
N2214,5380.0,1990-03-01
N2214,5404.0,1990-04-01
N2214,5430.0,1990-05-01
N2214,5458.0,1990-06-01
N2214,5490.0,1990-07-01
N2214,5524.0,1990-08-01
N2214,5560.0,1990-09-01
N2214,5592.0,1990-10-01
N2214,5626.0,1990-11-01
N2214,5660.0,1990-12-01
N2214,5702.0,1991-01-01
N2214,5742.0,1991-02-01
N2214,5784.0,1991-03-01
N2214,5824.0,1991-04-01
N2214,5866.0,1991-05-01
N2214,5908.0,1991-06-01
N2214,5956.0,1991-07-01
N2214,6002.0,1991-08-01
N2214,6050.0,1991-09-01
N2214,6096.0,1991-10-01
N2214,6140.0,1991-11-01
N2214,6182.0,1991-12-01
N2214,6226.0,1992-01-01
N2214,6268.0,1992-02-01
N2214,6312.0,1992-03-01
N2214,6356.0,1992-04-01
N2214,6398.0,1992-05-01
N2214,6440.0,1992-06-01
N2214,6480.0,1992-07-01
N2214,6520.0,1992-08-01
N2214,6558.0,1992-09-01
N2214,6596.0,1992-10-01
N2214,6630.0,1992-11-01
N2214,6662.0,1992-12-01
N2214,6716.0,1993-01-01
N2214,6770.0,1993-02-01
N2214,6824.0,1993-03-01
N2214,6878.0,1993-04-01
N2214,6932.0,1993-05-01
N2214,6986.0,1993-06-01
N2214,7040.0,1993-07-01
N2214,7094.0,1993-08-01
N2214,7148.0,1993-09-01
N2214,7202.0,1993-10-01
N2214,7258.0,1993-11-01
N2214,7316.0,1993-12-01
N2214,7376.0,1994-01-01
N2214,7438.0,1994-02-01
N2215,1170.0,1986-01-01
N2215,1420.0,1986-02-01
N2215,1240.0,1986-03-01
N2215,4430.0,1986-04-01
N2215,3140.0,1986-05-01
N2215,2060.0,1986-06-01
N2215,1580.0,1986-07-01
N2215,2020.0,1986-08-01
N2215,2570.0,1986-09-01
N2215,2000.0,1986-10-01
N2215,1800.0,1986-11-01
N2215,3270.0,1986-12-01
N2215,2690.0,1987-01-01
N2215,3900.0,1987-02-01
N2215,3620.0,1987-03-01
N2215,3770.0,1987-04-01
N2215,2340.0,1987-05-01
N2215,2270.0,1987-06-01
N2215,2390.0,1987-07-01
N2215,1870.0,1987-08-01
N2215,1940.0,1987-09-01
N2215,6030.0,1987-10-01
N2215,2690.0,1987-11-01
N2215,4010.0,1987-12-01
N2215,3010.0,1988-01-01
N2215,3100.0,1988-02-01
N2215,4510.0,1988-03-01
N2215,3720.0,1988-04-01
N2215,3480.0,1988-05-01
N2215,3040.0,1988-06-01
N2215,2380.0,1988-07-01
N2215,2420.0,1988-08-01
N2215,2120.0,1988-09-01
N2215,4120.0,1988-10-01
N2215,1920.0,1988-11-01
N2215,3230.0,1988-12-01
N2215,3990.0,1989-01-01
N2215,5990.0,1989-02-01
N2215,5420.0,1989-03-01
N2215,4670.0,1989-04-01
N2215,4620.0,1989-05-01
N2215,3390.0,1989-06-01
N2215,3030.0,1989-07-01
N2215,2820.0,1989-08-01
N2215,2850.0,1989-09-01
N2215,3610.0,1989-10-01
N2215,3700.0,1989-11-01
N2215,4190.0,1989-12-01
N2215,4470.0,1990-01-01
N2215,4850.0,1990-02-01
N2215,5660.0,1990-03-01
N2215,4720.0,1990-04-01
N2215,4210.0,1990-05-01
N2215,3810.0,1990-06-01
N2215,3310.0,1990-07-01
N2215,3140.0,1990-08-01
N2215,3040.0,1990-09-01
N2215,3240.0,1990-10-01
N2215,4990.0,1990-11-01
N2215,4910.0,1990-12-01
N2215,3000.0,1991-01-01
N2215,3360.0,1991-02-01
N2215,4810.0,1991-03-01
N2215,4610.0,1991-04-01
N2215,4600.0,1991-05-01
N2215,3560.0,1991-06-01
N2215,3190.0,1991-07-01
N2215,2920.0,1991-08-01
N2215,2840.0,1991-09-01
N2215,3990.0,1991-10-01
N2215,2850.0,1991-11-01
N2215,4420.0,1991-12-01
N2215,3370.0,1992-01-01
N2215,4690.0,1992-02-01
N2215,5630.0,1992-03-01
N2215,5540.0,1992-04-01
N2215,4300.0,1992-05-01
N2215,3640.0,1992-06-01
N2215,3510.0,1992-07-01
N2215,3150.0,1992-08-01
N2215,4380.0,1992-09-01
N2215,5800.0,1992-10-01
N2215,3860.0,1992-11-01
N2215,4620.0,1992-12-01
N2215,3690.0,1993-01-01
N2215,4820.0,1993-02-01
N2215,8200.0,1993-03-01
N2215,5970.0,1993-04-01
N2215,4520.0,1993-05-01
N2215,3600.0,1993-06-01
N2215,1060.0,1993-07-01
N2215,3110.0,1993-08-01
N2215,3270.0,1993-09-01
N2215,4390.0,1993-10-01
N2215,6000.0,1993-11-01
N2215,6530.0,1993-12-01
N2215,5170.0,1994-01-01
N2215,5680.0,1994-02-01
N2216,5172.0,1986-01-01
N2216,5174.0,1986-02-01
N2216,5188.0,1986-03-01
N2216,5226.0,1986-04-01
N2216,5200.0,1986-05-01
N2216,5192.0,1986-06-01
N2216,5246.0,1986-07-01
N2216,5278.0,1986-08-01
N2216,5422.0,1986-09-01
N2216,5172.0,1986-10-01
N2216,5140.0,1986-11-01
N2216,5340.0,1986-12-01
N2216,5398.0,1987-01-01
N2216,5492.0,1987-02-01
N2216,5528.0,1987-03-01
N2216,5520.0,1987-04-01
N2216,5546.0,1987-05-01
N2216,5574.0,1987-06-01
N2216,5616.0,1987-07-01
N2216,5662.0,1987-08-01
N2216,5660.0,1987-09-01
N2216,5644.0,1987-10-01
N2216,5642.0,1987-11-01
N2216,5668.0,1987-12-01
N2216,5728.0,1988-01-01
N2216,5708.0,1988-02-01
N2216,5692.0,1988-03-01
N2216,5820.0,1988-04-01
N2216,5832.0,1988-05-01
N2216,5870.0,1988-06-01
N2216,5826.0,1988-07-01
N2216,5890.0,1988-08-01
N2216,5910.0,1988-09-01
N2216,6026.0,1988-10-01
N2216,6046.0,1988-11-01
N2216,6080.0,1988-12-01
N2216,6100.0,1989-01-01
N2216,6098.0,1989-02-01
N2216,6120.0,1989-03-01
N2216,6128.0,1989-04-01
N2216,6120.0,1989-05-01
N2216,6102.0,1989-06-01
N2216,6078.0,1989-07-01
N2216,6136.0,1989-08-01
N2216,6124.0,1989-09-01
N2216,6170.0,1989-10-01
N2216,6252.0,1989-11-01
N2216,6260.0,1989-12-01
N2216,6318.0,1990-01-01
N2216,6354.0,1990-02-01
N2216,6380.0,1990-03-01
N2216,6350.0,1990-04-01
N2216,6384.0,1990-05-01
N2216,6402.0,1990-06-01
N2216,6436.0,1990-07-01
N2216,6472.0,1990-08-01
N2216,6526.0,1990-09-01
N2216,6458.0,1990-10-01
N2216,6440.0,1990-11-01
N2216,6610.0,1990-12-01
N2216,6466.0,1991-01-01
N2216,6556.0,1991-02-01
N2216,6574.0,1991-03-01
N2216,6686.0,1991-04-01
N2216,6758.0,1991-05-01
N2216,6780.0,1991-06-01
N2216,6884.0,1991-07-01
N2216,6882.0,1991-08-01
N2216,6896.0,1991-09-01
N2216,6934.0,1991-10-01
N2216,6968.0,1991-11-01
N2216,7106.0,1991-12-01
N2216,7164.0,1992-01-01
N2216,7238.0,1992-02-01
N2216,7270.0,1992-03-01
N2216,7306.0,1992-04-01
N2216,7326.0,1992-05-01
N2216,7338.0,1992-06-01
N2216,7402.0,1992-07-01
N2216,7410.0,1992-08-01
N2216,7464.0,1992-09-01
N2216,7614.0,1992-10-01
N2216,7648.0,1992-11-01
N2216,7756.0,1992-12-01
N2216,7768.0,1993-01-01
N2216,7774.0,1993-02-01
N2216,7764.0,1993-03-01
N2216,7794.0,1993-04-01
N2216,7854.0,1993-05-01
N2216,7896.0,1993-06-01
N2216,7862.0,1993-07-01
N2216,7988.0,1993-08-01
N2216,8008.0,1993-09-01
N2216,8120.0,1993-10-01
N2216,8208.0,1993-11-01
N2216,8308.0,1993-12-01
N2216,8318.0,1994-01-01
N2216,8384.0,1994-02-01
N2217,4865.0,1986-01-01
N2217,5025.0,1986-02-01
N2217,5135.0,1986-03-01
N2217,5235.0,1986-04-01
N2217,5290.0,1986-05-01
N2217,5335.0,1986-06-01
N2217,5350.0,1986-07-01
N2217,5360.0,1986-08-01
N2217,5350.0,1986-09-01
N2217,5320.0,1986-10-01
N2217,5285.0,1986-11-01
N2217,5235.0,1986-12-01
N2217,5185.0,1987-01-01
N2217,5120.0,1987-02-01
N2217,5065.0,1987-03-01
N2217,4995.0,1987-04-01
N2217,4990.0,1987-05-01
N2217,4960.0,1987-06-01
N2217,4955.0,1987-07-01
N2217,4960.0,1987-08-01
N2217,4965.0,1987-09-01
N2217,4980.0,1987-10-01
N2217,5005.0,1987-11-01
N2217,5040.0,1987-12-01
N2217,5095.0,1988-01-01
N2217,5165.0,1988-02-01
N2217,5215.0,1988-03-01
N2217,5275.0,1988-04-01
N2217,5320.0,1988-05-01
N2217,5370.0,1988-06-01
N2217,5445.0,1988-07-01
N2217,5535.0,1988-08-01
N2217,5585.0,1988-09-01
N2217,5650.0,1988-10-01
N2217,5695.0,1988-11-01
N2217,5715.0,1988-12-01
N2217,5935.0,1989-01-01
N2217,6010.0,1989-02-01
N2217,6085.0,1989-03-01
N2217,6155.0,1989-04-01
N2217,6210.0,1989-05-01
N2217,6270.0,1989-06-01
N2217,6370.0,1989-07-01
N2217,6440.0,1989-08-01
N2217,6490.0,1989-09-01
N2217,6580.0,1989-10-01
N2217,6655.0,1989-11-01
N2217,6695.0,1989-12-01
N2217,6905.0,1990-01-01
N2217,7070.0,1990-02-01
N2217,7200.0,1990-03-01
N2217,7315.0,1990-04-01
N2217,7225.0,1990-05-01
N2217,7300.0,1990-06-01
N2217,7335.0,1990-07-01
N2217,7340.0,1990-08-01
N2217,7320.0,1990-09-01
N2217,7275.0,1990-10-01
N2217,7220.0,1990-11-01
N2217,7160.0,1990-12-01
N2217,7015.0,1991-01-01
N2217,6870.0,1991-02-01
N2217,6610.0,1991-03-01
N2217,6430.0,1991-04-01
N2217,6330.0,1991-05-01
N2217,6240.0,1991-06-01
N2217,6210.0,1991-07-01
N2217,6185.0,1991-08-01
N2217,6185.0,1991-09-01
N2217,6185.0,1991-10-01
N2217,6205.0,1991-11-01
N2217,6250.0,1991-12-01
N2217,6310.0,1992-01-01
N2217,6405.0,1992-02-01
N2217,6515.0,1992-03-01
N2217,6655.0,1992-04-01
N2217,6795.0,1992-05-01
N2217,6945.0,1992-06-01
N2217,7100.0,1992-07-01
N2217,7260.0,1992-08-01
N2217,7370.0,1992-09-01
N2217,7485.0,1992-10-01
N2217,7600.0,1992-11-01
N2217,7765.0,1992-12-01
N2217,7835.0,1993-01-01
N2217,7855.0,1993-02-01
N2217,7860.0,1993-03-01
N2217,7875.0,1993-04-01
N2217,7890.0,1993-05-01
N2217,7910.0,1993-06-01
N2217,7930.0,1993-07-01
N2217,7950.0,1993-08-01
N2217,7965.0,1993-09-01
N2217,7970.0,1993-10-01
N2217,7970.0,1993-11-01
N2217,7975.0,1993-12-01
N2217,7985.0,1994-01-01
N2217,8020.0,1994-02-01
N2218,5193.0,1986-01-01
N2218,5256.0,1986-02-01
N2218,5310.0,1986-03-01
N2218,5336.0,1986-04-01
N2218,5342.0,1986-05-01
N2218,5349.0,1986-06-01
N2218,5351.0,1986-07-01
N2218,5347.0,1986-08-01
N2218,5339.0,1986-09-01
N2218,5324.0,1986-10-01
N2218,5316.0,1986-11-01
N2218,5337.0,1986-12-01
N2218,5338.0,1987-01-01
N2218,5357.0,1987-02-01
N2218,5378.0,1987-03-01
N2218,5411.0,1987-04-01
N2218,5439.0,1987-05-01
N2218,5446.0,1987-06-01
N2218,5480.0,1987-07-01
N2218,5511.0,1987-08-01
N2218,5541.0,1987-09-01
N2218,5586.0,1987-10-01
N2218,5621.0,1987-11-01
N2218,5661.0,1987-12-01
N2218,5656.0,1988-01-01
N2218,5650.0,1988-02-01
N2218,5638.0,1988-03-01
N2218,5671.0,1988-04-01
N2218,5706.0,1988-05-01
N2218,5747.0,1988-06-01
N2218,5811.0,1988-07-01
N2218,5881.0,1988-08-01
N2218,5951.0,1988-09-01
N2218,6019.0,1988-10-01
N2218,6087.0,1988-11-01
N2218,6160.0,1988-12-01
N2218,6289.0,1989-01-01
N2218,6433.0,1989-02-01
N2218,6572.0,1989-03-01
N2218,6646.0,1989-04-01
N2218,6712.0,1989-05-01
N2218,6762.0,1989-06-01
N2218,6768.0,1989-07-01
N2218,6775.0,1989-08-01
N2218,6784.0,1989-09-01
N2218,6796.0,1989-10-01
N2218,6812.0,1989-11-01
N2218,6829.0,1989-12-01
N2218,6856.0,1990-01-01
N2218,6872.0,1990-02-01
N2218,6879.0,1990-03-01
N2218,6897.0,1990-04-01
N2218,6924.0,1990-05-01
N2218,6964.0,1990-06-01
N2218,7000.0,1990-07-01
N2218,7033.0,1990-08-01
N2218,7052.0,1990-09-01
N2218,7064.0,1990-10-01
N2218,7091.0,1990-11-01
N2218,7156.0,1990-12-01
N2218,7156.0,1991-01-01
N2218,7154.0,1991-02-01
N2218,7151.0,1991-03-01
N2218,7186.0,1991-04-01
N2218,7209.0,1991-05-01
N2218,7205.0,1991-06-01
N2218,7193.0,1991-07-01
N2218,7173.0,1991-08-01
N2218,7152.0,1991-09-01
N2218,7116.0,1991-10-01
N2218,7089.0,1991-11-01
N2218,7081.0,1991-12-01
N2218,6997.0,1992-01-01
N2218,6934.0,1992-02-01
N2218,6901.0,1992-03-01
N2218,6926.0,1992-04-01
N2218,6960.0,1992-05-01
N2218,6995.0,1992-06-01
N2218,6952.0,1992-07-01
N2218,6919.0,1992-08-01
N2218,6896.0,1992-09-01
N2218,6922.0,1992-10-01
N2218,6948.0,1992-11-01
N2218,6966.0,1992-12-01
N2218,6957.0,1993-01-01
N2218,6953.0,1993-02-01
N2218,6952.0,1993-03-01
N2218,6941.0,1993-04-01
N2218,6931.0,1993-05-01
N2218,6920.0,1993-06-01
N2218,6936.0,1993-07-01
N2218,6957.0,1993-08-01
N2218,6978.0,1993-09-01
N2218,6973.0,1993-10-01
N2218,6967.0,1993-11-01
N2218,6962.0,1993-12-01
N2218,6966.0,1994-01-01
N2218,6974.0,1994-02-01
N2219,5049.0,1986-01-01
N2219,5062.0,1986-02-01
N2219,5099.0,1986-03-01
N2219,5112.0,1986-04-01
N2219,5144.0,1986-05-01
N2219,5173.0,1986-06-01
N2219,5250.0,1986-07-01
N2219,5210.0,1986-08-01
N2219,5236.0,1986-09-01
N2219,5251.0,1986-10-01
N2219,5261.0,1986-11-01
N2219,5286.0,1986-12-01
N2219,5317.0,1987-01-01
N2219,5343.0,1987-02-01
N2219,5356.0,1987-03-01
N2219,5377.0,1987-04-01
N2219,5450.0,1987-05-01
N2219,5422.0,1987-06-01
N2219,5442.0,1987-07-01
N2219,5442.0,1987-08-01
N2219,5456.0,1987-09-01
N2219,5478.0,1987-10-01
N2219,5476.0,1987-11-01
N2219,5499.0,1987-12-01
N2219,5655.0,1988-01-01
N2219,5674.0,1988-02-01
N2219,5752.0,1988-03-01
N2219,5735.0,1988-04-01
N2219,5737.0,1988-05-01
N2219,5743.0,1988-06-01
N2219,5770.0,1988-07-01
N2219,5793.0,1988-08-01
N2219,5798.0,1988-09-01
N2219,5828.0,1988-10-01
N2219,5847.0,1988-11-01
N2219,5869.0,1988-12-01
N2219,6021.0,1989-01-01
N2219,6051.0,1989-02-01
N2219,6156.0,1989-03-01
N2219,6138.0,1989-04-01
N2219,6170.0,1989-05-01
N2219,6216.0,1989-06-01
N2219,6255.0,1989-07-01
N2219,6302.0,1989-08-01
N2219,6344.0,1989-09-01
N2219,6400.0,1989-10-01
N2219,6469.0,1989-11-01
N2219,6473.0,1989-12-01
N2219,6689.0,1990-01-01
N2219,6701.0,1990-02-01
N2219,6721.0,1990-03-01
N2219,6736.0,1990-04-01
N2219,6763.0,1990-05-01
N2219,6830.0,1990-06-01
N2219,6856.0,1990-07-01
N2219,6890.0,1990-08-01
N2219,6968.0,1990-09-01
N2219,7060.0,1990-10-01
N2219,7100.0,1990-11-01
N2219,7200.0,1990-12-01
N2219,7406.0,1991-01-01
N2219,7449.0,1991-02-01
N2219,7495.0,1991-03-01
N2219,7561.0,1991-04-01
N2219,7621.0,1991-05-01
N2219,7661.0,1991-06-01
N2219,7701.0,1991-07-01
N2219,7759.0,1991-08-01
N2219,7803.0,1991-09-01
N2219,7929.0,1991-10-01
N2219,7912.0,1991-11-01
N2219,8087.0,1991-12-01
N2219,8312.0,1992-01-01
N2219,8403.0,1992-02-01
N2219,8417.0,1992-03-01
N2219,8479.0,1992-04-01
N2219,8528.0,1992-05-01
N2219,8564.0,1992-06-01
N2219,8616.0,1992-07-01
N2219,8645.0,1992-08-01
N2219,8722.0,1992-09-01
N2219,8797.0,1992-10-01
N2219,8724.0,1992-11-01
N2219,8802.0,1992-12-01
